Entry	Entry Name	Protein names	Gene Names	Taxonomic lineage	Organism	Organism (ID)	Gene Names (synonym)	Gene Names (primary)
Q9MSC1	PSBA_HETPY	Photosystem II protein D1 (PSII D1 protein) (EC 1.10.3.9) (Photosystem II Q(B) protein)	psbA	cellular organisms (no rank), Eukaryota (superkingdom), Sar (clade), Alveolata (clade), Dinophyceae (class), Peridiniales (order), Heterocapsaceae (family), Heterocapsa (genus)	Heterocapsa pygmaea (Dinoflagellate)	35672		psbA
Q9MSC2	PSBA_HETRO	Photosystem II protein D1 (PSII D1 protein) (EC 1.10.3.9) (Photosystem II Q(B) protein)	psbA	cellular organisms (no rank), Eukaryota (superkingdom), Sar (clade), Alveolata (clade), Dinophyceae (class), Peridiniales (order), Heterocapsaceae (family), Heterocapsa (genus)	Heterocapsa rotundata (Dinoflagellate) (Amphidinium rotundatum)	89963		psbA
Q9MTN1	PSBD_OENEH	Photosystem II D2 protein (PSII D2 protein) (EC 1.10.3.9) (Photosystem Q(A) protein)	psbD	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Myrtales (order), Onagraceae (family), Onagroideae (subfamily), Onagreae (tribe), Oenothera (genus), Oenothera elata (species)	Oenothera elata subsp. hookeri (Hooker's evening primrose) (Oenothera hookeri)	85636		psbD
Q9MTN2	PSBC_OENEH	Photosystem II CP43 reaction center protein (PSII 43 kDa protein) (Protein CP-43)	psbC	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Myrtales (order), Onagraceae (family), Onagroideae (subfamily), Onagreae (tribe), Oenothera (genus), Oenothera elata (species)	Oenothera elata subsp. hookeri (Hooker's evening primrose) (Oenothera hookeri)	85636		psbC
Q9MTN7	PSAB_OENEH	Photosystem I P700 chlorophyll a apoprotein A2 (EC 1.97.1.12) (PSI-B) (PsaB)	psaB	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Myrtales (order), Onagraceae (family), Onagroideae (subfamily), Onagreae (tribe), Oenothera (genus), Oenothera elata (species)	Oenothera elata subsp. hookeri (Hooker's evening primrose) (Oenothera hookeri)	85636		psaB
Q9MTN8	PSAA_OENEH	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Myrtales (order), Onagraceae (family), Onagroideae (subfamily), Onagreae (tribe), Oenothera (genus), Oenothera elata (species)	Oenothera elata subsp. hookeri (Hooker's evening primrose) (Oenothera hookeri)	85636		psaA
Q9MTQ4	PSAA_AMPOP	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	cellular organisms (no rank), Eukaryota (superkingdom), Sar (clade), Alveolata (clade), Dinophyceae (class), Amphidiniales (order), Amphidiniaceae (family), Amphidinium (genus)	Amphidinium operculatum (Dinoflagellate)	107036		psaA
Q9MUC0	PSAA_GINBI	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Acrogymnospermae (clade), Ginkgoopsida (class), Ginkgoidae (subclass), Ginkgoales (order), Ginkgoaceae (family), Ginkgo (genus)	Ginkgo biloba (Ginkgo) (Maidenhair tree)	3311		psaA
Q9MUJ0	PSAA_TORCL	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Acrogymnospermae (clade), Pinopsida (class), Pinidae (subclass), Conifers II (clade), Cupressales (order), Taxaceae (family), Torreya (genus)	Torreya californica (California nutmeg)	89482		psaA
Q9MUJ1	PSAA_PHLSQ	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Lycopodiopsida (class), Lycopodiales (order), Lycopodiaceae (family), Huperzioideae (subfamily), Phlegmariurus (genus)	Phlegmariurus squarrosus (Rock tassel fern) (Lycopodium squarrosum)	73615		psaA
Q9MUJ2	PSAA_PSINU	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Polypodiopsida (class), Ophioglossidae (subclass), Psilotales (order), Psilotaceae (family), Psilotum (genus)	Psilotum nudum (Whisk fern) (Lycopodium nudum)	3240		psaA
Q9MUJ4	PSAA_ASPND	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Polypodiopsida (class), Polypodiidae (subclass), Polypodiales (order), Aspleniineae (suborder), Aspleniaceae (family), Asplenium (genus)	Asplenium nidus (Bird's nest fern)	29642		psaA
Q9MUJ5	PSAA_ANGEV	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Polypodiopsida (class), Marattiidae (subclass), Marattiales (order), Marattiaceae (family), Angiopteris (genus)	Angiopteris evecta (Mule's foot fern) (Polypodium evectum)	13825		psaA
Q9MUJ6	PSAA_EQUPA	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Polypodiopsida (class), Equisetidae (subclass), Equisetales (order), Equisetaceae (family), Equisetum (genus)	Equisetum palustre (Marsh horsetail)	113538		psaA
Q9MUJ7	PSAA_ARAAA	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Acrogymnospermae (clade), Pinopsida (class), Pinidae (subclass), Conifers II (clade), Araucariales (order), Araucariaceae (family), Araucaria (genus)	Araucaria araucana (Monkey-puzzle tree) (Pinus araucana)	42754		psaA
Q9MUJ8	PSAA_EPHTW	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Acrogymnospermae (clade), Gnetopsida (class), Gnetidae (subclass), Ephedrales (order), Ephedraceae (family), Ephedra (genus)	Ephedra tweediana (Vining horsetail)	3390		psaA
Q9MUJ9	PSAA_DRIWI	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Magnoliidae (clade), Canellales (order), Winteraceae (family), Drimys (genus)	Drimys winteri (Winter's bark) (Drimys chilensis)	3419		psaA
Q9MUK0	PSAA_CYCRE	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Acrogymnospermae (clade), Cycadopsida (class), Cycadidae (subclass), Cycadales (order), Cycadaceae (family), Cycas (genus)	Cycas revoluta (Sago palm)	3396		psaA
Q9MUK1	PSAA_MARBO	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Polypodiopsida (class), Polypodiidae (subclass), Salviniales (order), Marsileaceae (family), Marsilea (genus)	Marsilea botryocarpa (Water clover)	113539		psaA
Q9MUK2	PSAA_WELMI	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Acrogymnospermae (clade), Gnetopsida (class), Gnetidae (subclass), Welwitschiales (order), Welwitschiaceae (family), Welwitschia (genus)	Welwitschia mirabilis (Tree tumbo) (Welwitschia bainesii)	3377		psaA
Q9MUK3	PSAA_SEQSE	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Acrogymnospermae (clade), Pinopsida (class), Pinidae (subclass), Conifers II (clade), Cupressales (order), Cupressaceae (family), Sequoia (genus)	Sequoia sempervirens (California redwood) (Taxodium sempervirens)	28980		psaA
Q9MUK4	PSAA_ENCLE	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Acrogymnospermae (clade), Cycadopsida (class), Cycadidae (subclass), Cycadales (order), Zamiaceae (family), Encephalartos (genus)	Encephalartos lebomboensis (Lebombo cycad)	58035		psaA
Q9MUR7	PSAB_MESVI	Photosystem I P700 chlorophyll a apoprotein A2 (EC 1.97.1.12) (PSI-B) (PsaB)	psaB	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Mesostigmatophyceae (class), Mesostigmatales (order), Mesostigmataceae (family), Mesostigma (genus)	Mesostigma viride (Green alga)	41882		psaB
Q9MUR8	PSAA_MESVI	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Mesostigmatophyceae (class), Mesostigmatales (order), Mesostigmataceae (family), Mesostigma (genus)	Mesostigma viride (Green alga)	41882		psaA
Q9MUW1	PSBC_MESVI	Photosystem II CP43 reaction center protein (PSII 43 kDa protein) (Protein CP-43)	psbC	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Mesostigmatophyceae (class), Mesostigmatales (order), Mesostigmataceae (family), Mesostigma (genus)	Mesostigma viride (Green alga)	41882		psbC
Q9MUW2	PSBD_MESVI	Photosystem II D2 protein (PSII D2 protein) (EC 1.10.3.9) (Photosystem Q(A) protein)	psbD	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Mesostigmatophyceae (class), Mesostigmatales (order), Mesostigmataceae (family), Mesostigma (genus)	Mesostigma viride (Green alga)	41882		psbD
Q9R6T9	PSAB_SYNPW	Photosystem I P700 chlorophyll a apoprotein A2 (EC 1.97.1.12) (PsaB)	psaB SynWH7803_0392	cellular organisms (no rank), Bacteria (superkingdom), Terrabacteria group (clade), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Synechococcales (order), Synechococcaceae (family), Synechococcus (genus), unclassified Synechococcus (no rank)	Synechococcus sp. (strain WH7803)	32051		psaB
Q9R6U0	PSAA_SYNPW	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PsaA)	psaA SynWH7803_0391	cellular organisms (no rank), Bacteria (superkingdom), Terrabacteria group (clade), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Synechococcales (order), Synechococcaceae (family), Synechococcus (genus), unclassified Synechococcus (no rank)	Synechococcus sp. (strain WH7803)	32051		psaA
Q9R6X3	PHYB_NOSS1	Cyanobacterial phytochrome B (EC 2.7.13.3)	bphB all2899	cellular organisms (no rank), Bacteria (superkingdom), Terrabacteria group (clade), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Nostocales (order), Nostocaceae (family), Nostoc (genus), unclassified Nostoc (no rank)	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	103690		bphB
Q9RC07	PSAB_PROMP	Photosystem I P700 chlorophyll a apoprotein A2 (EC 1.97.1.12) (PsaB)	psaB PMM1523	cellular organisms (no rank), Bacteria (superkingdom), Terrabacteria group (clade), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Synechococcales (order), Prochlorococcaceae (family), Prochlorococcus (genus), Prochlorococcus marinus (species), Prochlorococcus marinus subsp. pastoris (subspecies)	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	59919		psaB
Q9RC08	PSAA_PROMP	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PsaA)	psaA PMM1524	cellular organisms (no rank), Bacteria (superkingdom), Terrabacteria group (clade), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Synechococcales (order), Prochlorococcaceae (family), Prochlorococcus (genus), Prochlorococcus marinus (species), Prochlorococcus marinus subsp. pastoris (subspecies)	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	59919		psaA
Q9RDV0	PSAB_PROMA	Photosystem I P700 chlorophyll a apoprotein A2 (EC 1.97.1.12) (PsaB)	psaB Pro_1673	cellular organisms (no rank), Bacteria (superkingdom), Terrabacteria group (clade), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Synechococcales (order), Prochlorococcaceae (family), Prochlorococcus (genus), Prochlorococcus marinus (species), Prochlorococcus marinus subsp. marinus (subspecies)	Prochlorococcus marinus (strain SARG / CCMP1375 / SS120)	167539		psaB
Q9T2K9	CB22_SPIOL	Chlorophyll a-b binding protein (LHCII type II CAB) (LHCP)		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), Caryophyllales (order), Chenopodiaceae (family), Chenopodioideae (subfamily), Anserineae (tribe), Spinacia (genus)	Spinacia oleracea (Spinach)	3562		
Q9T2L0	CB2B_SPIOL	Chlorophyll a-b binding protein (LHCII type I CAB) (LHCP)		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), Caryophyllales (order), Chenopodiaceae (family), Chenopodioideae (subfamily), Anserineae (tribe), Spinacia (genus)	Spinacia oleracea (Spinach)	3562		
Q9T2L1	CB2C_SPIOL	Chlorophyll a-b binding protein (LHCII type I CAB) (LHCP)		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), Caryophyllales (order), Chenopodiaceae (family), Chenopodioideae (subfamily), Anserineae (tribe), Spinacia (genus)	Spinacia oleracea (Spinach)	3562		
Q9T2L6	PSAA_SORBI	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), PACMAD clade (clade), Panicoideae (subfamily), Andropogonodae (no rank), Andropogoneae (tribe), Sorghinae (subtribe), Sorghum (genus)	Sorghum bicolor (Sorghum) (Sorghum vulgare)	4558		psaA
Q9TKW1	PSAB_NEPOL	Photosystem I P700 chlorophyll a apoprotein A2 (EC 1.97.1.12) (PSI-B) (PsaB)	psaB	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Chlorophyta (phylum), Nephroselmidophyceae (class), Nephroselmidales (order), Nephroselmidaceae (family), Nephroselmis (genus)	Nephroselmis olivacea (Green alga)	31312		psaB
